Input Number,Execution Time (seconds)
1550001,0.08107590675354004
1560001,0.07793593406677246
1570001,0.0780329704284668
1580001,0.07810235023498535
1590001,0.07768368721008301
1600001,0.07621026039123535
1610001,0.07553577423095703
1620001,0.07220149040222168
1630001,0.07992362976074219
1640001,0.07837748527526855
1650001,0.07068538665771484
1660001,0.10152769088745117
1670001,0.09560775756835938
1680001,0.08466386795043945
1690001,0.14861655235290527
1700001,0.08134031295776367
1710001,0.07736968994140625
1720001,0.07860803604125977
1730001,0.08000683784484863
1740001,0.07700109481811523
1750001,0.07800626754760742
1760001,0.07400202751159668
1770001,0.0749967098236084
1780001,0.07499861717224121
1790001,0.07700085639953613
1800001,0.0760047435760498
1810001,0.07699394226074219
1820001,0.07700204849243164
1830001,0.0780034065246582
1840001,0.11999273300170898
1850001,0.07500076293945312
1860001,0.0760040283203125
1870001,0.07799792289733887
1880001,0.0749971866607666
1890001,0.07600283622741699
1900001,0.07600045204162598
1910001,0.07900309562683105
1920001,0.07599735260009766
1930001,0.0810091495513916
1940001,0.10354185104370117
1950001,0.08811783790588379
1960001,0.08396148681640625
1970001,0.07831978797912598
1980001,0.14877653121948242
1990001,0.07877993583679199
2000001,0.07599210739135742
2010001,0.0756218433380127
2020001,0.07561421394348145
2030001,0.07697463035583496
2040001,0.07741999626159668
2050001,0.07601666450500488
2060001,0.07957649230957031
2070001,0.07506036758422852
2080001,0.07842206954956055
2090001,0.0835416316986084
2100001,0.08018970489501953
2110001,0.0773003101348877
2120001,0.07896089553833008
2130001,0.07778668403625488
2140001,0.1552424430847168
2150001,0.07911872863769531
2160001,0.0868062973022461
2170001,0.08166098594665527
2180001,0.08041667938232422
2190001,0.07961845397949219
2200001,0.09808468818664551
2210001,0.09235143661499023
2220001,0.08799958229064941
2230001,0.07999658584594727
2240001,0.07900023460388184
2250001,0.07900071144104004
2260001,0.08600354194641113
2270001,0.08200359344482422
2280001,0.14200711250305176
2290001,0.09499430656433105
2300001,0.07899785041809082
2310001,0.07899951934814453
2320001,0.08399581909179688
2330001,0.0800008773803711
2340001,0.07999730110168457
2350001,0.08100175857543945
2360001,0.07699990272521973
2370001,0.08000326156616211
2380001,0.08099699020385742
2390001,0.08100104331970215
2400001,0.08099985122680664
2410001,0.0840003490447998
2420001,0.08000373840332031
2430001,0.157426118850708
2440001,0.0800015926361084
2450001,0.08400964736938477
2460001,0.09560585021972656
2470001,0.09101366996765137
2480001,0.08583688735961914
2490001,0.08200240135192871
2500001,0.07799816131591797
2510001,0.08200216293334961
2520001,0.08000040054321289
2530001,0.08000445365905762
2540001,0.08100056648254395
2550001,0.08000469207763672
2560001,0.07799077033996582
2570001,0.08100342750549316
2580001,0.1569969654083252
2590001,0.08000516891479492
2600001,0.07999944686889648
2610001,0.08100152015686035
2620001,0.09000229835510254
2630001,0.08799862861633301
2640001,0.08400344848632812
2650001,0.08500146865844727
2660001,0.09100174903869629
2670001,0.08699536323547363
2680001,0.0830075740814209
2690001,0.08400106430053711
2700001,0.08099865913391113
2710001,0.08600664138793945
2720001,0.17275333404541016
2730001,0.10327744483947754
2740001,0.08924674987792969
2750001,0.08499288558959961
2760001,0.0800008773803711
2770001,0.08099484443664551
2780001,0.08699369430541992
2790001,0.08500003814697266
2800001,0.09100127220153809
2810001,0.08599686622619629
2820001,0.08500552177429199
2830001,0.09099459648132324
2840001,0.08299994468688965
2850001,0.08300399780273438
2860001,0.1564943790435791
2870001,0.08604574203491211
2880001,0.08216285705566406
2890001,0.07911038398742676
2900001,0.07762479782104492
2910001,0.08372688293457031
2920001,0.08085227012634277
2930001,0.07777547836303711
2940001,0.08506536483764648
2950001,0.07993578910827637
2960001,0.08534121513366699
2970001,0.11842703819274902
2980001,0.09839463233947754
2990001,0.09628534317016602
3000001,0.15602350234985352
3010001,0.08123207092285156
3020001,0.08064055442810059
3030001,0.08244752883911133
3040001,0.08166027069091797
3050001,0.07897663116455078
3060001,0.08533549308776855
3070001,0.08469581604003906
3080001,0.08204984664916992
3090001,0.08294939994812012
3100001,0.0829930305480957
3110001,0.0820016860961914
3120001,0.08199691772460938
3130001,0.08099913597106934
3140001,0.0800023078918457
3150001,0.1569993495941162
3160001,0.08100080490112305
3170001,0.08300042152404785
3180001,0.08100175857543945
3190001,0.08000040054321289
3200001,0.08000445365905762
3210001,0.08699750900268555
3220001,0.09300065040588379
3230001,0.09305310249328613
3240001,0.09543561935424805
3250001,0.08326196670532227
3260001,0.08200311660766602
3270001,0.08400249481201172
3280001,0.08300113677978516
3290001,0.16000127792358398
3300001,0.09800529479980469
3310001,0.09700369834899902
3320001,0.08400106430053711
3330001,0.08199954032897949
3340001,0.08299899101257324
3350001,0.08300352096557617
3360001,0.07800173759460449
3370001,0.08099746704101562
3380001,0.08100080490112305
3390001,0.08999776840209961
3400001,0.1600019931793213
3410001,0.082000732421875
3420001,0.08300209045410156
3430001,0.08600115776062012
3440001,0.0820009708404541
3450001,0.0800015926361084
3460001,0.08199858665466309
3470001,0.09924173355102539
3480001,0.0947880744934082
3490001,0.09061431884765625
3500001,0.08500051498413086
3510001,0.08500504493713379
3520001,0.08199429512023926
3530001,0.08142232894897461
3540001,0.1598377227783203
3550001,0.07785153388977051
3560001,0.07992768287658691
3570001,0.0816202163696289
3580001,0.08034873008728027
3590001,0.08172082901000977
3600001,0.0842735767364502
3610001,0.08217692375183105
3620001,0.08492517471313477
3630001,0.08406281471252441
3640001,0.07951593399047852
3650001,0.08743095397949219
3660001,0.08278274536132812
3670001,0.08419203758239746
3680001,0.08095383644104004
3690001,0.1590132713317871
3700001,0.08303332328796387
3710001,0.08183503150939941
3720001,0.09592270851135254
3730001,0.0994253158569336
3740001,0.0913538932800293
3750001,0.08601164817810059
3760001,0.08600735664367676
3770001,0.08199334144592285
3780001,0.08399629592895508
3790001,0.08299541473388672
3800001,0.08300542831420898
3810001,0.08300113677978516
3820001,0.08201408386230469
3830001,0.15999698638916016
3840001,0.08499860763549805
3850001,0.08400177955627441
3860001,0.07999563217163086
3870001,0.09000515937805176
3880001,0.08500194549560547
3890001,0.08499693870544434
3900001,0.08299827575683594
3910001,0.08199882507324219
3920001,0.08200693130493164
3930001,0.08399534225463867
3940001,0.08300089836120605
3950001,0.12500405311584473
3960001,0.08599996566772461
3970001,0.19320344924926758
3980001,0.10393118858337402
3990001,0.08982491493225098
4000001,0.0840003490447998
4010001,0.08300209045410156
4020001,0.08100032806396484
4030001,0.08399796485900879
4040001,0.08299851417541504
4050001,0.08600234985351562
4060001,0.0839991569519043
4070001,0.08300018310546875
4080001,0.08900332450866699
4090001,0.0839991569519043
4100001,0.08399558067321777
4110001,0.1620020866394043
4120001,0.08500266075134277
4130001,0.08299875259399414
4140001,0.08300971984863281
4150001,0.08400225639343262
4160001,0.08199954032897949
4170001,0.08400845527648926
4180001,0.07957601547241211
4190001,0.08430862426757812
4200001,0.08575963973999023
4210001,0.08447146415710449
4220001,0.09012413024902344
4230001,0.10553812980651855
4240001,0.09564423561096191
4250001,0.9565978050231934
4260001,1.319389820098877
4270001,1.5202529430389404
4280001,1.2390563488006592
4290001,1.3562722206115723
4300001,0.9751167297363281
4310001,1.6780762672424316
4320001,1.039720058441162
4330001,0.8900177478790283
4340001,1.4479999542236328
4350001,1.0823912620544434
4360001,1.5626864433288574
4370001,0.8512704372406006
4380001,0.9590206146240234
4390001,2.858884572982788
4400001,1.6031336784362793
4410001,1.5819752216339111
4420001,0.14388585090637207
4430001,0.13520455360412598
4440001,0.20917057991027832
4450001,0.21900343894958496
4460001,0.23300671577453613
4470001,0.22899270057678223
4480001,0.3250141143798828
4490001,0.4019954204559326
4500001,0.24100017547607422
4510001,0.13799738883972168
4520001,0.1553966999053955
4530001,0.12025785446166992
4540001,0.10184741020202637
4550001,0.09499979019165039
4560001,0.08700442314147949
4570001,0.15399575233459473
4580001,0.08300018310546875
4590001,0.08400201797485352
4600001,0.08100080490112305
4610001,0.0820000171661377
4620001,0.08400416374206543
4630001,0.08199667930603027
4640001,0.08300328254699707
4650001,0.0839996337890625
4660001,0.08299922943115234
4670001,0.08500075340270996
4680001,0.08300065994262695
4690001,0.08600211143493652
4700001,0.08600497245788574
4710001,0.09199929237365723
4720001,0.08400344848632812
4730001,0.10405850410461426
4740001,0.14068174362182617
4750001,0.81512451171875
4760001,1.22660231590271
4770001,1.6979029178619385
4780001,0.875007152557373
4790001,2.0549747943878174
4800001,1.1104955673217773
4810001,1.0435771942138672
4820001,1.5209202766418457
4830001,1.1335391998291016
4840001,1.0697696208953857
4850001,0.8946857452392578
4860001,0.9026815891265869
4870001,1.5648088455200195
4880001,0.8828320503234863
4890001,0.08137154579162598
4900001,0.07799983024597168
4910001,0.07700061798095703
4920001,0.07599854469299316
4930001,0.07700061798095703
4940001,0.07599830627441406
4950001,0.08000445365905762
4960001,0.07599687576293945
4970001,0.07800030708312988
4980001,0.07999920845031738
4990001,0.14800429344177246
